-2.7318340e+02 1.9999186e+00 -1.0506399e+00 0.0000000e+00 0.0000000e+00
-2.5305078e+02 1.5525998e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6318241e+02 1.2826689e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6585087e+02 3.6077937e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.6124824e+04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.0208393e+01 3.2160307e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.5114895e+02 -3.5712610e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.5916989e+02 1.1283376e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.2167890e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3593410e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6938977e+02 8.5675188e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7318340e+02 5.0002035e-01 1.0506400e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.2954949e+02 7.7216248e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
-7.5179431e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6991701e+02 1.4490725e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-1.6353358e+02 4.2163887e+00 6.4761983e-01 0.0000000e+00 0.0000000e+00
-2.5692951e+02 -1.6686149e-01 1.5589431e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.2517943e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7134673e+02 1.4597834e+00 -7.9918975e-02 0.0000000e+00 0.0000000e+00
-2.4188938e+02 2.3141960e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7318340e+02 4.8277463e-01 -5.0002036e-01 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.9613359e+17 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7647969e+02 7.2062644e-01 1.9502643e+00 0.0000000e+00 0.0000000e+00
1.5153418e+04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7647969e+02 1.3876815e+00 -1.9502643e+00 0.0000000e+00 0.0000000e+00
-2.5305078e+02 2.5525998e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.4520204e+01 6.8979144e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6991701e+02 2.4490725e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.6937788e+02 -2.4187789e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6045108e+02 1.4465800e+00 1.5092298e+00 0.0000000e+00 0.0000000e+00
1.1757872e+03 1.2789628e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6569901e+02 1.8703571e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6876746e+02 1.3462993e+00 1.3796253e+00 0.0000000e+00 0.0000000e+00
3.6937788e+02 2.4187789e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-5.8703773e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.8252418e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7647969e+02 1.9502643e+00 5.2783388e-01 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-1.7401877e+02 4.2863929e+00 -8.2054284e-01 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7515622e+02 1.1015072e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.0325346e+02 4.4499965e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.7384848e+02 2.8278877e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.3782926e+02 1.2733340e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6318241e+02 2.5799851e+00 5.2531612e-01 0.0000000e+00 0.0000000e+00
-1.5037014e+02 -2.9700000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
