theta	target
1.2372219467522998	0.1855747327742483
1.2581616442914751	0.1807891407976439
1.7869414517375195	0.0808210029952126
1.8519417639482216	0.07180632738061812
2.159915226079345	0.03871394433431827
2.144436151937911	0.040025371514796786
2.39621562614843	0.02259869321538816
2.3684965307389607	0.024141415177690414
2.042333578142742	0.04956344289477762
2.7550423811877307	0.008968222399627556
2.2201058537314418	0.033932788010142365
2.7252449626802524	0.009731194881093464
1.5207003424663668	0.12553090459235902
1.3615582248150928	0.15788964600515182
1.135548697809845	0.20936545704093315
2.9605002218463468	0.004985511290747517
1.9145566313219209	0.06381914339188217
1.3077135081308606	0.16965372298859935
2.840504739180094	0.0070609751071307
2.234944955562527	0.03282949235582692
2.03973323674031	0.04982719439847357
1.0201144478783721	0.2371042700484609
2.7395695694699445	0.00935766723871712
1.2488792767079342	0.18290502368916686
1.5980471255426802	0.11126774768213066
1.3646643097128996	0.157222564013368
1.6199600990798095	0.1074130179263632
2.933518054178029	0.005398130331357298
2.7803671989324936	0.008361149062571863
2.2917797219731413	0.028866726474234182
1.4263555688135323	0.14425342396535296
1.3103036529308592	0.16907948238551915
1.86729550680845	0.06978509797425501
1.280810317113378	0.1756650771877833
1.5055142216152395	0.12844877799400198
2.195024950625669	0.0358645548917318
1.6271468452306266	0.1061669991240022
1.8269899843084605	0.07517889533272147
1.3362364195526215	0.1633757661265865
1.5844440130687714	0.11370249343948735
2.2420465494743764	0.032311731892659824
1.4031365940167306	0.1490706858369737
2.8439501515383543	0.006992166937438183
1.4788236529792305	0.1336677238182699
2.8983119112931064	0.005981735709102281
1.8093904231718831	0.07762347497798812
2.626194464631393	0.01268433874432882
1.3332136500275555	0.16403624794675634
2.818410132599782	0.007516487251434154
1.6735720251160668	0.0983364816709528
2.0185040269151573	0.052020480272736966
2.9468020006685105	0.005191360129605416
2.8223149570668378	0.007434162177904655
2.7746246630393827	0.008495577512111196
2.070140291286388	0.04680903935920802
2.589148804306756	0.013970821559162485
1.6033942137070811	0.11031944950653094
1.3346959485523993	0.16371221638157538
1.619140198514074	0.10755574319875576
2.74698282412849	0.009169286065170637
2.058435260076785	0.04795384020479184
2.052216836922057	0.04857066621723865
1.3922500877853776	0.1513562897585062
2.1686684411348485	0.03798743100516802
1.7456998490579283	0.08692822379363023
2.66844280558084	0.011342120144826736
2.517037337354991	0.016794950352267357
2.561902443690297	0.014986423335635263
2.6409422988668485	0.012201130761406869
1.21944878951888	0.18967063551917315
2.120415071511946	0.04212901551930718
1.2010107740194116	0.19395056482902084
1.8048786261583896	0.0782589592595407
2.553857660682441	0.015298002590939774
2.961172592178525	0.004975596114501492
2.1551498359324706	0.039114034379153145
1.4550057017643525	0.13842047177497135
2.247951824760042	0.03188619133479019
2.389796453986736	0.022948514346035963
1.2856697496440104	0.17457306999160954
1.0727333709152749	0.22440182428770286
1.7272903416039118	0.08975204240206093
1.9173062534209284	0.06348382258968055
1.4735370254524396	0.1347149497913018
1.8495403680622884	0.07212617091583592
1.4551903204443235	0.1383832917325568
1.2531543323883585	0.1819294283180559
2.939421302516301	0.0053053616906151456
1.6785894036411353	0.09751298540428227
1.1009099986817816	0.21763412631539275
1.0453489744416091	0.2310050349476435
1.273891159961274	0.17722451977808104
1.0158614153479568	0.23813304692742784
1.1976370666322058	0.19473691116400169
2.898551734875896	0.005977579175805999
2.5167000036280505	0.01680921573473823
1.1759468873158678	0.19981485341816546
2.294346189410833	0.028697342634474494
2.340260980865975	0.02580081334667467
2.7287460183816634	0.009638729731614823
2.8918333464190513	0.006094987390150597
1.1349546335126437	0.2095067033424321
1.3983725409470782	0.15006880128046962
1.125934149302498	0.21165400541420093
2.969017569059305	0.004861193982185913
2.6455867821445507	0.012052258079234523
1.858590971757328	0.07092596209944273
2.774823019583786	0.008490902963319363
2.6118002159224893	0.013171646959790305
1.3115088043977683	0.1688125746519761
2.72965803414574	0.0096147680413896
1.091188719026946	0.2199654163335741
2.990809104290748	0.0045555542219403704
1.4915588247378018	0.13116326985620225
1.6994539251634426	0.0941364121978883
1.2492624567591128	0.1828175028088168
1.4471387207117778	0.14000967218880608
2.4819617998816565	0.018333858795778944
2.4811349407463035	0.01837151649606849
1.1423387759525878	0.20775257040682285
2.321318544817233	0.02696546174538883
1.6262999569512282	0.10631336120188516
1.0268956551503101	0.2354643218712604
2.597342236362108	0.013677106810713215
2.1500005697623688	0.03954999314102391
1.1467263489995303	0.20671191026170704
2.3273254088742736	0.026591589095839797
2.8391380622238054	0.007088432836907879
1.6215145992263031	0.10714273827332338
2.5800323404956678	0.01430391543993011
1.5961053362202469	0.11161334521996916
2.3266647012805928	0.026632504132876787
2.0090345782616077	0.05302199234829737
2.236813426300441	0.03269262749903658
1.7900228785803385	0.08037681732334008
2.788743282696257	0.008168393025218174
2.985182555002377	0.0046327901113117475
1.8612695439172284	0.0705734907049046
2.8758932601365648	0.006381707686025812
2.8057644648564435	0.007788588344423463
1.7775371270410432	0.08218704011297068
1.212780930688062	0.1912149050491952
2.1930920683849653	0.03601697429663685
2.8878240626854486	0.0061660154631201095
2.1628970689557607	0.038465236307293656
2.9260782394439864	0.005517085954499899
2.5297034243459655	0.016266650627946518
1.9145022261197	0.06382579116309035
2.9460929370500484	0.005202217353895617
1.2782047604567432	0.1762516918773334
1.754106199062272	0.08565884315202807
2.1107654125132718	0.04299790667132333
1.4313669265769002	0.14322418164816286
2.2677142923012177	0.030494693657168205
2.1525755396286947	0.03933151157651306
1.367472868460598	0.15662050642638034
2.681173165505822	0.01096240809478554
2.1024125406629013	0.043761196506453034
1.2626793954613629	0.17976260474829187
2.2314298029196613	0.033088217859139166
1.1095353519257145	0.2155692917255922
1.6562346506038719	0.10121633297322788
1.0372980214053922	0.23294984040808014
2.3440930662708666	0.025570276280351124
2.9578495705401764	0.005024770115829901
1.2001067955281437	0.19416116962777105
1.931180609044632	0.06181137897987301
1.827263968148346	0.07514126995074621
2.3962377228094374	0.02259749667770577
1.0486240769470232	0.2302142779332241
2.0725111068854107	0.04657973622936617
1.1848392419114917	0.19772847105038707
2.0791953453069136	0.045937882515411886
2.133692275830504	0.04095587967536071
1.9193354046068096	0.06323718814319226
2.378034468116268	0.023601087229167813
2.867037790527507	0.006546063650615725
2.40391343484408	0.022185010201434284
1.3926971843582543	0.15126208917063816
2.711290308656891	0.01010741362507307
1.9634272813069604	0.05804934364068175
1.1891557255400629	0.19671796948182046
1.71524984127949	0.09163155843757137
1.5835372525937128	0.11386592167994206
2.990231838786974	0.0045634253780527725
2.2539313743028693	0.0314598907746536
2.446162103419612	0.02002461421648236
1.379778556776526	0.1539953354866698
2.5503378656389195	0.0154360414865633
1.31659450019624	0.1676881839346721
2.9065242872348884	0.00584084238026604
2.1158762808359297	0.04253598943718038
1.356428172678231	0.1589942522124939
1.970000684879764	0.05730371160413116
1.655596732832872	0.1013233081277434
2.566646432501688	0.014805219552184256
2.2812171906173138	0.029572379786722808
1.4366802885965193	0.14213703393271665
2.82627377418722	0.007351504766807171
1.3130370490867236	0.16847436464962556
1.6823525173425669	0.09689827815814236
2.1570284733812173	0.0389559230304162
2.138477581017438	0.040539368492927316
2.150234386295838	0.03953011505082319
1.019746566162222	0.2371932515316266
1.19473471511146	0.19541416436032225
2.8322407069472684	0.00722843847825632
2.6023723058285158	0.013499409404948818
1.7747734105811348	0.0825914708172719
1.519206306717035	0.12581629219600066
1.1057369150418854	0.21647816397851932
2.5667836423744435	0.014800006388079316
1.8586114002724303	0.07092326920084067
2.2080881148767664	0.034847806158431034
1.0176474264980642	0.2377010052549764
1.2963109943954538	0.17219122778521628
1.113882155024082	0.21453009212102608
2.401951494886143	0.022289846344120345
1.029145942790754	0.2349202418131027
1.9577336912390493	0.05870096362929176
2.08191063441643	0.04567909717028938
2.2160698859083423	0.0342379225472254
2.3001818568316112	0.028315191380685157
2.07556101734652	0.04628602026659491
1.2862173249265465	0.17445018747699415
1.6161039197553826	0.10808530819866603
1.5323954242109208	0.1233096754267727
2.7423695649158106	0.009286124812956958
2.242767331578293	0.032259549049741244
2.252502772753713	0.031561321734225004
1.57729582109052	0.11499465996091812
1.6958042219210394	0.09472147717931058
1.8018797375879332	0.07868334065783135
2.2827532722048853	0.0294689007348888
1.7144263255414494	0.0917610515849458
1.4931658583073844	0.13084908099053852
1.4631764988530334	0.13678002964154287
1.1687703654304535	0.20150307911208212
2.198073181966585	0.035625222676478975
2.7858934871777405	0.008233535298340606
2.145610630624395	0.039924663136316985
2.116073899467311	0.042518206471956976
1.5855938464527752	0.11349545849068912
1.3595108559594162	0.15833006325733934
1.5744262175487704	0.11551585445209885
1.3989209798917903	0.14995373179086738
1.1230825180424362	0.21233380210366715
2.7070309648971125	0.010224721080044682
1.2610953790290191	0.18012228264639035
1.416178730950874	0.1463550687210982
2.65915808794529	0.01162613844504458
2.879079311819772	0.0063234687086503654
1.3793354496116474	0.15408950031868573
2.0505644277133768	0.048735587352230166
1.9159592337989888	0.06364793318975406
1.2350263511802742	0.18607907201247406
1.9624562245108763	0.058160098638946875
2.4778535294111554	0.01852160130753029
2.212612762356776	0.03450102824187238
2.565218348795013	0.014859570819537322
1.159242393147922	0.20375031186423312
2.486146873092623	0.018144248228637243
2.7749048893671167	0.008488974240209916
1.5450960381364751	0.12092322768006696
2.3826950141106096	0.023340708468100616
2.6644360358594987	0.011463946814709594
1.4313949560238317	0.14321843549237614
2.2621806662965382	0.030879300178750367
2.005887894238739	0.05335798420630886
1.7667559061779978	0.08377239431521101
1.4618151228834166	0.13705263087588326
2.171528614891284	0.03775237860566585
1.303536087372435	0.17058156684341136
2.0610289796732144	0.04769833627003297
1.5466403906452781	0.1206348840713124
1.7768833699583708	0.08228258575342931
1.9841156333447336	0.05572669647671193
