7.004752929643998094e-02 6.741514132148930116e+01 1.394994374354964606e+01
7.025071338302280033e-02 9.501790605011248658e+01 1.395137581649582970e+01
7.125265617679032992e-02 8.020849056217168993e+01 1.395844346689549198e+01
7.170431186432391080e-02 9.043842915645495850e+01 1.396163257613038411e+01
7.186554703225089824e-02 4.975424006186835868e+01 1.396277152111368736e+01
7.240413469549134007e-02 8.316918442944364642e+01 1.396657784730635399e+01
7.241793364978299508e-02 9.939879048084576141e+01 1.396667540438747146e+01
7.254233801818221750e-02 7.498622260526150285e+01 1.396755501209673156e+01
7.430711590830374469e-02 7.593500953272688037e+01 1.398004897909939181e+01
7.450402537067635222e-02 8.224085730693380469e+01 1.398144487911871892e+01
7.463190695390520268e-02 6.954523855533959420e+01 1.398235163680157989e+01
7.494351655489950303e-02 4.276646671790624055e+01 1.398456179455347481e+01
7.502707204497927052e-02 5.444665406172458688e+01 1.398515458823747082e+01
7.590394059628358114e-02 6.061296185236662382e+01 1.399137967157528273e+01
7.632303534059459160e-02 7.292056233248224828e+01 1.399435752427308799e+01
7.658431866871429072e-02 6.256035510984797554e+01 1.399621491043325250e+01
7.660005549576398565e-02 6.585004840559240336e+01 1.399632679981608696e+01
7.663690056260974437e-02 6.756542951716593848e+01 1.399658877880761843e+01
7.677489023518857536e-02 7.892464900090635638e+01 1.399757004070968236e+01
7.679923990761161612e-02 9.529134712033956589e+01 1.399774321325662640e+01
7.687070645351501419e-02 8.411409534945259736e+01 1.399825150936723084e+01
7.712548608884950418e-02 7.941987440166015233e+01 1.400006399375648414e+01
7.724575418828294460e-02 8.079452566767463395e+01 1.400091978895522260e+01
7.748765171510774152e-02 9.147928055587617280e+01 1.400264148648386175e+01
7.842940256727226611e-02 7.812062815870507393e+01 1.400934971372356408e+01
7.930533257232830202e-02 5.858826568404629853e+01 1.401559672576883386e+01
7.953501174673283103e-02 5.183501672235000513e+01 1.401723598367668444e+01
7.976863254826094263e-02 9.251743564554817567e+01 1.401890389259271608e+01
7.989216519428521401e-02 7.958857131251208727e+01 1.401978605128524968e+01
7.992318922953578486e-02 8.866339306437414791e+01 1.402000761994047906e+01
7.993506698184638104e-02 7.445809188979754367e+01 1.402009245137453775e+01
8.035692429780794122e-02 7.719000970906908776e+01 1.402310625224679796e+01
8.036245939828323692e-02 8.778954583367641362e+01 1.402314580703045266e+01
8.074311554819058045e-02 5.247822821578478170e+01 1.402586674629193197e+01
8.087910285608690408e-02 8.670084412439001653e+01 1.402683912359129614e+01
8.114805465899421755e-02 8.744062484848616634e+01 1.402876278557759626e+01
8.125089781872363304e-02 7.005029019801565937e+01 1.402949854850588807e+01
8.130857977019267935e-02 7.530483416314729084e+01 1.402991126244409159e+01
8.152949305889367615e-02 7.930860572105690665e+01 1.403149219035924311e+01
8.159392044922886278e-02 7.362749756141053581e+01 1.403195334198832711e+01
8.162755549842160008e-02 9.181635378554032911e+01 1.403219410722851279e+01
8.185953133169210361e-02 8.878923676156097144e+01 1.403385492384695432e+01
8.215710479582449821e-02 7.876035550147879860e+01 1.403598613775562676e+01
8.263345281357259431e-02 6.060945722577119454e+01 1.403939949709270074e+01
8.354315650784749359e-02 5.730159152803989997e+01 1.404592418699525069e+01
8.377430048038791988e-02 8.342837940231366645e+01 1.404758328969532322e+01
8.380427815453628249e-02 7.419271518069692206e+01 1.404779850061274615e+01
8.483484546999053855e-02 8.661044668610591657e+01 1.405520221883028853e+01
8.490792430277416258e-02 6.978527123752098760e+01 1.405572761208468968e+01
8.529656527982498737e-02 5.868568565867139597e+01 1.405852256827892077e+01
8.553793642985474399e-02 6.595443271527049944e+01 1.406025914467371685e+01
8.656622452257467515e-02 6.679106338113116692e+01 1.406766354815230002e+01
8.687158441659570407e-02 8.133569434194885162e+01 1.406986430518429110e+01
8.828880097144797823e-02 7.524491391333756951e+01 1.408008999832427222e+01
8.834895294749856021e-02 8.835876757162046147e+01 1.408052444020953686e+01
8.846131135376200660e-02 8.876540417135862526e+01 1.408133603076244711e+01
8.894734479618082723e-02 9.601648329966903361e+01 1.408484815311263105e+01
8.908919986265684265e-02 7.698759630047690905e+01 1.408587363691246708e+01
8.923787662728099868e-02 5.654212903981020588e+01 1.408694864202067087e+01
8.923847717868915730e-02 4.620861812500883303e+01 1.408695298472735935e+01
8.926649092612404246e-02 3.902031505113092891e+01 1.408715556154126958e+01
8.940008155296408354e-02 6.425443414306226941e+01 1.408812170347282056e+01
9.038766907912010318e-02 3.668657346892376125e+01 1.409526933895597267e+01
9.049226938134169451e-02 7.223520948238453343e+01 1.409602692682284442e+01
9.080198492427316026e-02 9.155409745321803427e+01 1.409827071489949191e+01
9.103343662704244110e-02 6.715723335289625595e+01 1.409994810580219848e+01
9.103400266142847030e-02 4.960342757517970824e+01 1.409995220862897547e+01
9.132112536339231923e-02 7.657247574443577776e+01 1.410203377513329137e+01
9.186574760670085382e-02 5.949641351523349897e+01 1.410598431305087708e+01
9.211480329821464252e-02 7.603628063596298148e+01 1.410779183837649420e+01
9.212998611666733950e-02 6.376339730036458775e+01 1.410790204707719653e+01
9.284501381345799942e-02 5.571986512935522029e+01 1.411309476912251526e+01
9.289426248967358468e-02 5.662689718012777718e+01 1.411345260601724760e+01
9.363603870734094059e-02 6.802375456281593813e+01 1.411884509540336552e+01
9.428900425820918585e-02 6.525854503778252536e+01 1.412359630868127880e+01
9.458164115524470006e-02 7.448846006176039225e+01 1.412572696220616741e+01
9.467142302436637458e-02 6.867460395782569549e+01 1.412638081701543946e+01
9.487543922398233853e-02 8.309876010693524506e+01 1.412786689293601228e+01
9.525989478687124645e-02 6.337750564359831884e+01 1.413066838896753019e+01
9.531409610710728231e-02 6.899072936009321211e+01 1.413106346305822569e+01
9.532249683301174947e-02 6.911665310759987335e+01 1.413112469856396380e+01
9.571648662409626418e-02 5.451978881747245254e+01 1.413399736975452292e+01
9.585656737876324662e-02 5.160525558791385947e+01 1.413501908830913045e+01
9.742088743945465090e-02 7.521493140024091417e+01 1.414644162606209221e+01
9.752491489032055760e-02 6.891320722514247166e+01 1.414720205437881617e+01
9.811109856760302783e-02 5.161552088486759970e+01 1.415148891809936060e+01
9.835081939634005010e-02 7.305136340925145078e+01 1.415324298310344631e+01
9.855382722750216651e-02 8.123489956696131742e+01 1.415472884366088380e+01
9.868435040701739602e-02 7.311944582173715901e+01 1.415568438022673448e+01
9.911075461777918427e-02 4.962549294718654380e+01 1.415880714109440675e+01
9.930069543409603128e-02 4.653552485876175382e+01 1.416019872646355715e+01
9.970398150078430000e-02 9.985872574373036059e+01 1.416315450888141925e+01
1.001717758035003403e-01 8.177189143413889383e+01 1.416658503130359748e+01
1.006221626024104143e-01 1.030327153917429257e+02 1.416988986949116480e+01
1.012094398709650900e-01 5.706766240336153828e+01 1.417420208499139989e+01
1.013196571038033067e-01 7.759640885379188546e+01 1.417501174631548011e+01
1.018771838720253786e-01 6.199076783498991716e+01 1.417910914051595483e+01
1.019712915593038449e-01 7.914085011502471900e+01 1.417980105214226150e+01
1.021575311718816437e-01 7.433751955158267322e+01 1.418117059776405853e+01
1.026457751599756385e-01 6.892484301507157340e+01 1.418476255486294235e+01
1.026888285690206182e-01 6.165892874157598413e+01 1.418507940304126436e+01
1.032091390566309830e-01 9.557444839737365783e+01 1.418890998385092672e+01
1.038017849848038576e-01 7.796682575771140478e+01 1.419327624831279167e+01
1.042170397708048757e-01 8.091572801820053940e+01 1.419633759356683811e+01
1.047887624946874929e-01 6.404145321323939299e+01 1.420055514082590697e+01
1.048055481128571387e-01 7.521078932154453867e+01 1.420067901387135478e+01
1.054446377728530670e-01 7.919187655673462700e+01 1.420539730817666069e+01
1.055939193114723285e-01 6.385594875470290788e+01 1.420649998970842809e+01
1.056620319499377292e-01 8.101612161484993635e+01 1.420700318034691989e+01
1.056697797326908717e-01 6.315628190430943789e+01 1.420706042085964249e+01
1.056914989613733091e-01 8.138372812144515933e+01 1.420722088527029747e+01
1.061441104301699134e-01 5.337690156265898622e+01 1.421056585816272211e+01
1.066698725324455310e-01 5.532518730056740708e+01 1.421445389102670731e+01
1.071475631237377435e-01 6.502315393728930815e+01 1.421798871451129287e+01
1.072654128001104823e-01 3.191208524324525087e+01 1.421886111469222058e+01
1.076743391827508223e-01 5.477778019270120069e+01 1.422188927959536286e+01
1.077846104986508458e-01 5.355308247737668381e+01 1.422270612865433748e+01
1.079550395218151770e-01 6.273553100396067350e+01 1.422396883134381973e+01
1.080478025400783970e-01 5.244277347894196595e+01 1.422465622547111685e+01
1.086635532187263387e-01 6.410671630538622878e+01 1.422922114733826326e+01
1.087171951894667643e-01 8.068178996980668671e+01 1.422961899762517568e+01
1.088101849141858146e-01 6.918642886057943997e+01 1.423030874610568475e+01
1.089982547196219898e-01 7.198688821056545351e+01 1.423170399964447519e+01
1.092496965801792452e-01 6.005858239435975321e+01 1.423356992383811281e+01
1.105035625139427768e-01 7.602198434139201311e+01 1.424288370979171603e+01
1.111489655751189964e-01 6.886019848560735568e+01 1.424768362767582452e+01
1.112894871428449228e-01 7.275067288021321588e+01 1.424872922359511840e+01
1.113039583521180376e-01 7.187806424137512806e+01 1.424883691194293789e+01
1.124096628193911318e-01 6.602526658565690809e+01 1.425707096264678242e+01
1.125552787883290495e-01 7.023637024553512731e+01 1.425815621344821693e+01
1.129388742967338821e-01 5.990098433895845176e+01 1.426101604937677259e+01
1.129424885684424673e-01 7.308338084577323457e+01 1.426104300165935967e+01
1.131755782753722794e-01 5.291880392586462278e+01 1.426278145617571980e+01
1.132053132820134422e-01 8.974756297638955971e+01 1.426300326609965374e+01
1.134200316028333155e-01 5.289105547001578600e+01 1.426460521860453845e+01
1.135628323274615603e-01 9.019566804761430490e+01 1.426567085682779457e+01
1.135870005826420392e-01 9.406686460178309517e+01 1.426585122953742513e+01
1.142560278114288508e-01 3.428257420034243808e+01 1.427084652139923904e+01
1.146435806152110715e-01 4.041703847649603176e+01 1.427374212905436401e+01
1.149135243989503063e-01 6.335054581611557012e+01 1.427575986159627774e+01
1.161604657351114067e-01 8.105003739596808998e+01 1.428508927848328725e+01
1.162878337237958082e-01 8.891413991197364908e+01 1.428604305639401417e+01
1.162922928800169675e-01 5.639243159939996275e+01 1.428607645097051559e+01
1.164823357362718692e-01 8.551138359013989998e+01 1.428749985544962264e+01
1.165011217455642623e-01 5.832221492002133800e+01 1.428764057964442635e+01
1.168823474964237885e-01 5.692683788746062135e+01 1.429049702885077267e+01
1.169666142825114274e-01 7.649632702221823877e+01 1.429112860935676999e+01
1.170155378504604826e-01 4.846360261865702057e+01 1.429149532296541736e+01
1.172351845089225630e-01 1.002184662491647487e+02 1.429314199583957645e+01
