1.5908381e+02 1.6611292e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0657972e+03 6.5840121e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3361116e+03 1.5614000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.2943048e+02 4.0270105e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.4948012e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.5795356e+02 1.4865446e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.3763224e+02 1.4700090e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.2367304e+02 1.7457413e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.4402712e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0875701e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3945432e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.4524716e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
